City,Country,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed
Berlin,Germany,2023-12-28,43.58,27.08,62.01,7.71,7.84,0.5,4.75,11.9,39.0,9.7
Cape Town,South Africa,2021-11-18,111.18,61.88,110.48,21.56,16.78,37.29,33.65,2.9,50.1,1.8
Cairo,Egypt,2015-09-24,182.94,46.09,93.45,27.75,11.67,41.03,31.58,28.5,62.4,4.8
Beijing,China,2021-03-25,120.2,55.65,141.49,10.3,1.94,40.07,22.51,14.3,80.2,4.9
Nairobi,Kenya,2016-11-24,127.65,37.67,66.91,23.9,14.87,33.66,35.58,27.9,73.9,1.9
Buenos Aires,Argentina,2023-02-02,79.62,48.86,91.97,19.75,11.75,18.54,13.19,16.1,71.7,2.4
Toronto,Canada,2022-02-03,66.35,12.68,19.2,11.43,9.01,18.18,0.0,12.1,82.9,6.7
Karachi,Pakistan,2023-11-09,238.11,100.27,187.13,41.26,31.31,73.11,56.82,28.3,95.0,2.8
London,UK,2016-05-12,64.2,28.38,77.93,5.8,5.06,27.28,10.12,7.6,73.4,1.1
Sydney,Australia,2022-09-22,54.17,23.37,59.37,0.0,11.81,12.44,7.47,38.4,61.6,3.1
Berlin,Germany,2018-05-24,57.67,23.86,10.53,5.75,4.37,9.85,11.07,22.7,31.0,1.1
Delhi,India,2020-02-27,318.24,107.47,184.14,54.16,38.79,84.61,63.36,29.5,53.4,13.0
Mumbai,India,2022-09-01,137.24,42.63,92.32,17.29,13.98,20.1,32.37,25.6,92.5,6.1
Lahore,Pakistan,2018-12-27,146.28,54.22,104.6,21.13,10.33,45.06,31.9,18.2,47.6,5.6
Dubai,UAE,2021-08-05,126.86,38.89,79.05,15.94,20.26,54.51,17.69,-2.9,42.2,4.8
Beijing,China,2017-11-02,223.8,107.91,195.51,43.18,30.11,75.53,47.07,11.6,77.3,8.1
Tokyo,Japan,2018-04-05,58.81,15.04,36.6,11.75,3.62,12.8,8.18,21.0,60.8,5.2
Paris,France,2015-07-16,65.72,19.36,26.61,18.16,4.58,25.27,20.71,24.8,43.3,2.8
Nairobi,Kenya,2017-08-10,51.12,33.24,55.36,6.14,5.22,0.0,8.24,32.8,60.6,3.9
Nairobi,Kenya,2018-10-25,70.48,14.71,26.46,11.04,8.57,6.42,2.97,13.9,94.5,2.0
Shanghai,China,2015-10-01,18.52,27.03,58.85,4.94,2.1,6.66,0.0,26.2,45.4,4.9
Los Angeles,USA,2025-09-11,38.72,27.34,82.1,0.0,5.81,19.14,0.0,11.5,73.8,5.6
Lagos,Nigeria,2025-06-12,129.25,67.68,116.01,22.02,16.28,24.69,21.81,18.6,46.5,4.2
Sydney,Australia,2023-01-19,52.11,27.36,61.36,3.66,10.4,1.88,2.73,27.0,42.9,6.8
Mumbai,India,2017-01-26,241.0,101.73,195.26,42.6,31.45,77.45,43.74,28.6,62.8,2.2
Bangkok,Thailand,2018-08-30,133.01,61.35,115.79,,19.82,28.01,23.15,14.6,31.0,5.6
Sao Paulo,Brazil,2024-08-08,101.42,50.69,69.78,9.22,12.4,24.46,7.1,15.8,74.1,10.8
London,UK,2025-07-10,44.53,46.94,105.16,13.59,7.98,11.53,10.72,12.5,77.8,3.7
Lagos,Nigeria,2019-11-14,196.93,77.36,133.04,22.28,27.31,56.91,34.65,32.6,51.7,1.9
Tehran,Iran,2019-08-15,210.26,81.21,144.53,29.82,20.47,54.18,38.02,38.4,62.7,5.7
Tokyo,Japan,2017-09-21,56.28,50.54,103.1,1.57,7.08,6.83,13.41,37.4,52.1,7.7
Dhaka,Bangladesh,2019-01-31,269.55,127.19,238.64,38.02,32.89,64.54,49.87,20.2,62.2,8.4
Cairo,Egypt,2016-07-07,194.08,90.35,177.52,33.19,31.43,45.91,37.91,16.9,67.1,2.6
Mexico City,Mexico,2024-07-25,185.03,70.28,137.68,39.29,20.7,44.01,35.05,18.9,63.3,6.4
Shanghai,China,2015-12-10,191.39,70.53,138.42,36.06,25.93,46.38,39.56,16.0,76.2,10.3
New York,USA,2018-11-01,77.66,31.4,62.81,15.16,10.68,0.0,14.37,14.8,65.5,8.3
Sao Paulo,Brazil,2025-09-18,92.86,47.58,83.96,10.05,8.44,26.29,5.13,14.4,65.9,3.0
Dubai,UAE,2020-03-19,152.3,68.82,103.31,28.07,24.13,51.59,18.2,27.9,73.6,4.3
Cairo,Egypt,2017-09-28,132.28,38.08,62.8,18.57,20.07,36.9,32.72,22.8,57.4,2.3
Singapore,Singapore,2020-01-02,109.01,37.54,61.9,4.56,13.66,11.33,16.06,21.4,82.2,2.7
Shanghai,China,2021-08-26,205.31,71.42,107.42,27.86,23.33,51.7,35.58,24.0,71.2,1.9
Los Angeles,USA,2021-05-13,86.19,36.71,67.22,22.78,15.6,26.6,13.08,22.7,70.3,6.1
Beijing,China,2024-12-19,171.03,65.86,121.12,29.65,13.98,42.02,34.07,38.6,86.2,1.7
New York,USA,2021-04-01,64.48,13.18,56.09,2.48,6.68,29.32,11.11,16.9,67.1,3.8
Toronto,Canada,2021-08-19,71.71,14.5,0.0,15.41,10.06,20.12,20.84,33.1,45.3,5.0
London,UK,2021-03-04,63.85,23.34,29.24,13.07,3.93,16.98,13.98,14.1,37.9,5.1
New York,USA,2025-04-03,65.05,20.63,34.76,16.97,6.34,25.64,6.52,10.6,70.1,1.7
Bangkok,Thailand,2016-03-31,128.42,54.58,113.75,20.09,15.72,38.92,36.27,8.4,51.2,4.5
Seoul,South Korea,2015-06-04,128.09,50.13,129.24,20.51,9.29,29.81,25.16,25.2,50.2,6.2
Nairobi,Kenya,2021-10-07,41.32,9.46,26.75,1.43,5.03,13.27,0.0,20.8,68.3,2.4
Seoul,South Korea,2021-02-25,116.73,45.54,98.56,20.97,20.86,44.49,19.97,31.8,63.1,5.7
Lagos,Nigeria,2018-03-29,136.39,54.45,121.92,27.77,17.0,39.4,33.06,27.2,92.4,5.2
Los Angeles,USA,2019-12-19,105.04,72.5,99.27,22.0,16.02,25.33,22.47,8.0,53.1,5.7
Sydney,Australia,2017-09-07,44.47,14.06,7.85,4.71,6.7,17.67,9.31,26.5,42.2,7.4
Buenos Aires,Argentina,2021-06-24,88.47,48.55,98.53,22.33,14.85,9.05,29.97,5.2,92.7,6.7
Jakarta,Indonesia,2022-05-12,142.91,50.07,98.47,22.99,12.65,37.96,33.35,13.6,44.6,2.2
Buenos Aires,Argentina,2020-06-25,102.3,48.1,80.31,17.68,19.12,23.17,27.59,18.9,72.5,1.5
Moscow,Russia,2024-02-01,83.48,29.7,39.93,16.13,14.03,20.02,6.47,8.2,79.2,2.2
Lahore,Pakistan,2017-01-26,260.39,107.96,164.54,46.83,40.06,76.77,36.1,22.0,95.0,3.9
Beijing,China,2018-11-15,279.53,111.19,225.9,40.06,36.8,80.85,58.56,9.3,60.3,8.5
Lagos,Nigeria,2020-01-09,141.32,71.37,117.01,32.72,27.52,21.73,38.52,10.9,69.3,12.1
Jakarta,Indonesia,2018-08-02,117.99,19.69,19.54,21.14,18.5,27.59,19.41,20.7,70.7,8.1
London,UK,2018-02-01,73.28,50.87,87.08,14.78,6.14,33.94,16.05,41.0,82.7,7.3
Mexico City,Mexico,2016-06-02,60.4,36.8,55.19,3.63,6.53,6.15,10.45,31.0,36.1,4.3
Jakarta,Indonesia,2025-05-22,46.59,19.46,17.65,1.23,0.0,2.26,16.08,0.3,56.6,4.0
Delhi,India,2017-03-16,123.69,65.83,166.97,10.36,23.1,30.42,21.17,22.7,46.9,4.2
Karachi,Pakistan,2017-04-27,147.42,41.33,69.9,16.31,22.17,43.93,34.31,22.1,48.9,8.6
Buenos Aires,Argentina,2022-04-07,73.87,36.84,50.57,19.1,10.1,40.49,6.39,13.5,68.0,4.2
Toronto,Canada,2016-04-07,45.82,30.81,38.1,8.95,6.17,12.8,5.08,14.2,48.8,5.9
Paris,France,2017-08-10,45.1,10.26,21.96,6.88,11.33,19.1,6.01,29.5,62.9,2.6
Lahore,Pakistan,2017-08-24,187.43,84.75,137.85,35.85,21.82,45.53,44.69,13.4,65.8,7.6
Tokyo,Japan,2025-07-10,57.25,9.81,,10.18,6.78,3.55,15.24,,81.9,6.6
Buenos Aires,Argentina,2023-07-27,98.93,57.59,108.92,22.27,13.87,29.63,17.5,2.8,72.2,5.5
Paris,France,2016-05-19,51.83,13.3,26.22,9.51,10.77,21.7,0.0,18.5,85.8,3.2
Seoul,South Korea,2017-11-30,157.45,75.09,131.68,36.07,22.32,56.44,24.2,24.8,85.1,8.8
Cairo,Egypt,2017-07-27,227.75,91.21,161.15,40.31,26.2,65.15,49.95,40.2,82.3,3.0
Berlin,Germany,2023-12-21,67.63,18.61,42.11,0.75,13.48,4.36,0.0,8.1,56.3,5.9
Los Angeles,USA,2024-02-08,154.49,62.53,96.43,24.64,16.99,56.71,23.04,21.8,43.2,2.5
Istanbul,Turkey,2020-07-23,141.71,57.64,89.78,20.03,20.07,34.29,30.82,12.6,53.2,4.4
Beijing,China,2025-08-14,157.06,58.41,128.16,25.99,31.43,39.32,27.8,12.0,91.9,4.7
Dhaka,Bangladesh,2018-12-06,280.51,120.92,216.23,41.39,33.44,84.62,53.93,29.0,73.4,5.7
Bangkok,Thailand,2019-08-29,166.76,79.48,131.34,27.83,27.27,30.22,32.39,22.5,78.5,5.6
Dubai,UAE,2024-01-18,168.98,62.44,106.06,23.5,18.54,41.97,46.86,28.4,95.0,4.3
New York,USA,2021-10-14,50.38,17.91,48.59,2.87,0.0,8.96,0.0,7.0,59.1,3.6
Tokyo,Japan,2023-09-21,45.89,15.13,17.26,10.43,7.34,15.79,18.15,21.9,74.0,3.4
Seoul,South Korea,2025-03-27,92.98,23.84,72.0,18.16,15.34,24.79,26.73,14.8,27.5,4.1
Seoul,South Korea,2015-02-05,166.31,73.45,141.69,22.52,15.64,46.21,24.78,2.3,77.1,7.4
Moscow,Russia,2019-08-08,88.26,39.49,71.79,11.11,11.67,35.53,11.85,16.6,60.8,1.2
Nairobi,Kenya,2017-12-14,124.66,44.87,104.45,28.75,13.66,27.93,4.41,4.0,53.2,8.3
Paris,France,2023-08-17,63.07,22.22,55.98,5.5,4.83,14.56,12.05,6.5,74.2,11.4
Lahore,Pakistan,2018-05-31,157.51,74.21,115.83,20.59,21.51,49.31,39.18,52.5,61.9,0.9
Delhi,India,2020-07-09,234.91,94.42,163.79,49.94,28.21,78.51,53.89,33.8,52.3,3.5
Dhaka,Bangladesh,2017-09-14,146.04,56.55,100.42,33.31,26.51,56.16,39.3,13.0,66.1,2.8
Jakarta,Indonesia,2023-06-22,80.72,32.42,55.58,10.17,10.29,37.32,18.33,19.0,43.4,0.8
Istanbul,Turkey,2015-08-27,113.19,54.99,95.03,21.65,11.4,24.24,30.02,9.9,80.3,6.3
Nairobi,Kenya,2022-08-11,133.19,55.21,87.84,21.46,11.0,35.06,26.57,14.2,58.4,7.4
Singapore,Singapore,2021-01-07,55.19,30.16,58.36,21.1,7.89,35.25,5.11,26.9,70.9,4.1
Mumbai,India,2015-10-08,124.48,46.92,90.75,20.13,12.57,15.27,16.7,14.5,61.3,1.8
Dhaka,Bangladesh,2023-11-30,266.82,102.08,185.32,52.91,29.94,68.58,48.25,10.8,72.8,7.3
Lahore,Pakistan,2023-09-07,112.33,41.82,84.54,24.9,13.72,25.62,30.0,17.4,61.8,7.7
Delhi,India,2021-01-07,212.77,110.53,221.57,36.13,26.41,48.51,43.89,27.6,80.9,2.4
Lagos,Nigeria,2023-01-12,208.72,83.02,131.95,41.98,22.35,49.42,30.55,9.0,53.2,4.7
Lahore,Pakistan,2025-07-17,224.8,106.54,196.08,38.04,14.25,68.94,42.9,15.2,84.4,0.7
Beijing,China,2016-11-10,193.01,93.19,178.38,40.72,22.87,66.58,38.25,12.3,73.9,4.6
Mumbai,India,2021-08-12,130.85,62.62,89.43,32.53,13.43,45.66,27.34,10.8,60.5,4.0
Paris,France,2023-03-02,53.06,28.04,53.28,8.57,7.58,15.02,11.78,4.5,44.5,4.6
Delhi,India,2015-04-09,205.12,75.85,150.52,34.63,21.67,59.41,41.53,13.7,56.8,2.0
Tokyo,Japan,2015-08-20,37.32,38.05,90.16,8.9,4.22,0.0,4.77,24.5,48.4,4.1
Cape Town,South Africa,2019-10-03,70.75,11.57,0.0,15.84,9.96,16.96,3.69,23.7,66.3,6.8
Cairo,Egypt,2023-11-02,218.19,84.78,149.96,32.48,12.92,64.41,48.76,22.2,70.9,1.1
Lahore,Pakistan,2025-01-02,271.5,126.36,191.35,47.68,35.22,82.25,62.42,32.5,54.3,3.7
London,UK,2025-10-09,43.32,0.0,0.0,7.39,1.32,11.41,8.91,12.6,55.9,6.7
Delhi,India,2023-12-07,234.7,111.52,178.54,45.05,25.72,57.83,38.04,33.1,50.6,5.9
Berlin,Germany,2024-07-25,65.52,23.06,41.32,12.62,7.86,20.11,2.99,30.2,74.5,5.1
Seoul,South Korea,2019-06-20,122.72,68.4,157.67,9.16,17.21,30.0,14.63,35.5,50.4,2.2
Berlin,Germany,2016-08-18,62.81,32.4,76.58,6.75,4.58,10.37,4.36,15.8,66.0,1.4
Shanghai,China,2022-10-06,172.95,81.68,133.59,27.84,16.86,46.09,23.96,8.1,87.4,3.5
Singapore,Singapore,2015-08-13,100.87,51.06,111.08,13.01,5.12,41.65,33.55,35.4,60.0,1.7
Dubai,UAE,2025-12-18,133.53,57.39,128.57,24.47,23.54,30.63,31.91,21.0,84.7,3.6
Dubai,UAE,2020-04-23,53.57,31.02,25.33,3.74,2.28,17.51,13.63,38.9,65.7,7.3
Tokyo,Japan,2017-01-12,61.84,4.05,10.5,11.54,12.92,5.3,13.35,19.5,56.5,1.9
Dhaka,Bangladesh,2015-01-22,181.8,58.2,78.22,36.32,31.11,52.5,31.27,37.9,67.6,8.4
Toronto,Canada,2018-03-29,47.97,15.2,38.38,15.01,7.79,27.38,4.26,17.3,44.2,1.8
Moscow,Russia,2017-11-16,151.75,58.43,99.13,34.69,24.25,39.95,24.39,9.7,60.2,7.7
Istanbul,Turkey,2017-03-16,113.28,33.59,67.59,21.97,14.59,39.65,22.71,23.0,87.2,3.0
Tehran,Iran,2016-10-20,138.09,46.65,135.26,25.02,15.48,40.32,31.39,22.2,50.6,4.0
Dubai,UAE,2023-11-09,153.67,52.94,104.77,32.69,11.62,40.39,22.35,32.3,61.5,2.1
Lahore,Pakistan,2025-05-01,160.62,57.8,131.85,26.14,16.76,43.34,28.53,22.5,59.0,2.7
Singapore,Singapore,2017-06-22,72.94,38.22,84.52,11.25,9.2,20.73,1.65,27.2,90.5,4.5
Mexico City,Mexico,2021-01-28,135.86,53.68,84.46,29.93,21.11,56.09,26.69,-0.8,95.0,2.8
Istanbul,Turkey,2019-11-28,156.95,54.96,106.51,25.47,20.94,47.56,42.3,2.8,95.0,3.0
Shanghai,China,2025-02-20,191.12,76.27,138.34,23.65,16.89,78.03,40.97,28.1,91.5,2.0
Lahore,Pakistan,2020-08-27,227.06,74.41,126.45,42.21,30.05,59.23,57.03,15.2,39.9,1.5
Moscow,Russia,2019-08-29,137.68,60.62,122.77,,14.74,42.26,33.55,-3.0,53.3,10.8
Sydney,Australia,2023-07-27,45.89,3.5,0.0,16.93,1.36,1.54,0.0,18.8,47.5,1.9
Moscow,Russia,2023-08-10,56.46,24.73,29.42,5.9,10.17,31.08,15.54,4.6,42.3,5.7
Paris,France,2016-06-09,62.1,19.28,37.83,8.71,2.72,0.0,5.33,-3.6,52.0,10.0
Seoul,South Korea,2018-07-19,96.88,48.32,75.59,12.3,0.12,30.16,6.84,10.1,57.3,8.4
Nairobi,Kenya,2022-10-13,108.52,46.04,88.32,16.31,22.53,34.74,34.64,33.8,38.4,1.6
Cape Town,South Africa,2017-01-05,118.99,39.89,109.64,18.98,14.49,46.99,31.07,17.6,47.4,0.9
Mumbai,India,2016-09-22,152.54,99.1,208.02,17.16,21.01,35.66,26.23,16.9,63.7,7.5
Moscow,Russia,2019-02-21,119.55,51.44,90.66,14.16,13.55,39.45,37.26,9.4,82.6,11.7
Cape Town,South Africa,2016-10-13,57.09,22.9,61.55,10.48,11.21,19.99,8.63,10.0,69.0,4.6
Los Angeles,USA,2015-09-24,45.09,24.57,61.42,2.07,6.18,15.49,9.24,15.4,78.2,3.6
Mumbai,India,2023-09-21,99.9,35.91,67.72,20.49,21.01,41.27,7.48,5.9,73.8,4.5
Sao Paulo,Brazil,2015-11-12,117.45,61.34,127.55,20.13,20.22,42.68,34.9,31.7,74.8,7.7
Seoul,South Korea,2023-05-11,90.73,34.09,55.95,12.94,9.05,26.87,26.21,1.3,93.8,5.8
Dubai,UAE,2016-09-08,87.09,38.82,72.36,20.09,9.58,31.79,19.1,21.2,63.4,3.0
Istanbul,Turkey,2015-04-30,91.55,57.44,101.63,18.62,7.25,25.12,15.04,13.2,82.3,1.4
Moscow,Russia,2015-09-17,88.45,41.87,98.6,13.68,7.59,44.67,23.15,21.5,66.2,5.2
Berlin,Germany,2022-04-21,40.9,20.85,23.9,13.72,4.74,4.24,3.89,12.1,88.1,1.8
Istanbul,Turkey,2021-09-09,109.18,36.9,40.31,21.16,14.78,42.29,14.36,7.2,75.7,2.7
Paris,France,2022-12-01,61.58,10.51,32.0,8.65,10.38,14.95,7.86,30.1,56.3,2.7
Tehran,Iran,2019-03-07,161.75,69.14,135.24,19.63,21.16,38.01,19.1,15.7,92.0,2.9
Los Angeles,USA,2019-06-20,96.65,61.91,142.4,26.32,11.21,38.76,14.9,24.3,69.8,4.8
New York,USA,2019-06-06,66.24,30.31,72.73,2.26,2.97,18.49,0.0,22.9,80.8,10.9
New York,USA,2020-12-03,94.94,40.62,79.89,13.19,18.41,30.18,15.48,35.8,58.2,0.3
Bangkok,Thailand,2019-04-18,97.1,44.12,56.63,12.4,10.22,32.45,16.84,18.4,80.0,7.5
Buenos Aires,Argentina,2021-04-15,97.06,43.84,89.92,16.96,12.1,26.65,21.66,20.1,51.0,4.3
Cape Town,South Africa,2015-12-10,95.48,47.72,93.87,12.78,9.69,8.55,19.14,23.0,64.3,4.8
Mexico City,Mexico,2023-05-18,116.52,42.38,70.22,16.71,11.1,35.8,29.86,,68.7,1.9
Karachi,Pakistan,2019-06-13,240.32,110.49,183.52,39.0,29.22,73.76,42.77,18.5,54.0,0.4
Sydney,Australia,2021-06-24,61.72,50.86,71.38,6.63,9.58,14.53,16.13,11.4,34.0,7.7
Buenos Aires,Argentina,2016-07-07,96.56,20.47,29.83,13.92,12.45,31.91,15.06,38.0,47.9,1.6
Nairobi,Kenya,2023-10-05,83.78,47.98,102.07,11.07,19.06,30.93,23.48,8.0,86.6,3.1
Paris,France,2018-02-01,85.12,29.34,72.59,10.33,14.11,16.9,14.22,-4.0,63.9,4.3
Berlin,Germany,2023-01-05,79.48,49.42,92.57,11.86,14.09,12.82,11.07,12.8,48.8,5.7
Berlin,Germany,2017-10-26,39.58,0.0,38.11,11.5,11.12,6.48,6.97,7.0,47.7,3.6
Toronto,Canada,2016-07-14,74.8,37.2,69.63,11.23,5.88,13.49,20.43,26.7,83.5,2.9
Singapore,Singapore,2018-02-01,80.79,4.46,37.07,7.58,8.15,32.18,10.16,0.3,68.3,7.1
Dhaka,Bangladesh,2025-11-27,188.83,81.31,161.73,35.72,27.17,57.68,40.36,28.8,75.1,4.7
Beijing,China,2023-09-21,102.21,59.52,112.54,18.62,9.45,18.18,4.39,20.6,77.0,5.9
Mexico City,Mexico,2015-12-24,113.57,49.42,77.8,27.02,7.53,28.79,16.71,8.4,60.8,2.3
Buenos Aires,Argentina,2016-09-08,39.59,17.62,21.83,0.0,7.56,2.35,18.36,33.4,54.1,2.4
Bangkok,Thailand,2017-01-26,180.58,88.89,174.86,31.74,24.59,63.31,34.14,21.2,77.9,3.5
Cairo,Egypt,2022-02-03,241.75,100.77,174.22,35.08,30.93,72.2,35.32,26.7,57.4,1.2
Mumbai,India,2016-09-08,114.7,40.98,73.37,26.54,15.44,33.6,18.45,22.8,64.5,4.1
Cairo,Egypt,2018-08-02,160.01,57.52,105.05,21.68,22.26,37.69,29.54,10.5,82.2,4.4
Tokyo,Japan,2018-12-13,54.45,18.6,17.48,17.8,6.24,0.64,11.45,24.3,53.8,6.0
Tokyo,Japan,2019-08-15,41.98,8.78,11.36,6.85,6.65,14.57,12.49,15.6,71.7,2.4
Mexico City,Mexico,2020-01-23,162.26,90.27,174.12,22.06,24.61,43.21,43.62,33.5,69.4,3.7
Shanghai,China,2021-01-14,295.82,124.65,226.75,47.05,41.24,83.97,53.69,16.3,82.0,3.5
Jakarta,Indonesia,2024-04-11,138.02,52.42,103.45,26.99,20.04,37.52,19.08,49.1,86.1,1.1
Berlin,Germany,2020-05-07,44.91,22.1,20.26,6.11,5.16,1.14,21.58,24.1,78.8,3.4
London,UK,2024-02-29,86.04,38.38,71.54,3.02,8.37,25.52,0.0,8.1,65.5,2.5
Tehran,Iran,2025-01-09,211.26,89.97,159.44,,29.32,80.31,36.08,23.9,90.7,6.2
Mumbai,India,2022-05-12,219.7,95.17,171.96,38.57,34.71,66.81,46.33,11.7,81.2,3.3
Mexico City,Mexico,2022-10-13,102.82,41.45,59.69,5.6,12.44,30.08,24.42,25.5,70.2,3.3
New York,USA,2023-03-02,70.92,38.48,62.42,18.98,8.41,13.74,5.86,13.3,83.8,1.6
Istanbul,Turkey,2023-03-30,103.83,51.42,110.0,13.58,10.86,30.97,17.08,39.0,75.6,5.3
Sao Paulo,Brazil,2016-08-25,93.7,44.77,66.93,10.07,18.96,20.05,23.07,31.0,78.8,3.6
Tokyo,Japan,2015-10-29,26.3,0.0,0.0,11.8,0.0,20.16,6.25,24.8,71.8,6.3
London,UK,2015-06-18,73.55,59.81,90.47,0.0,15.81,7.35,18.28,31.8,70.7,5.1
Mumbai,India,2018-03-29,94.7,47.58,94.77,21.24,8.12,12.35,7.57,10.0,47.0,6.1
Cairo,Egypt,2023-05-18,151.83,47.6,79.94,17.11,13.76,54.34,40.61,10.2,39.9,2.8
Istanbul,Turkey,2020-11-05,138.41,51.43,94.48,25.75,31.95,37.44,37.93,15.7,79.6,2.3
Dubai,UAE,2015-01-22,186.12,82.29,138.15,26.09,22.95,46.76,28.42,21.5,61.7,4.9
Delhi,India,2020-10-29,144.2,41.4,52.99,26.07,17.09,37.29,34.87,30.5,77.2,3.8
Mumbai,India,2017-03-23,88.77,32.95,78.26,23.78,7.45,37.26,7.42,31.5,60.8,10.8
Singapore,Singapore,2018-09-20,20.86,5.37,1.04,0.0,0.51,7.26,1.09,28.5,64.1,4.4
Bangkok,Thailand,2022-05-12,118.35,53.31,120.19,19.06,12.03,35.05,20.57,39.3,95.0,4.4
Jakarta,Indonesia,2025-03-27,107.44,73.09,136.4,20.24,8.49,26.08,23.99,33.8,72.8,20.0
Sao Paulo,Brazil,2019-12-12,110.35,59.35,100.9,20.99,15.11,24.71,26.65,13.8,73.3,7.2
Lagos,Nigeria,2022-04-21,132.1,45.8,59.94,28.07,11.7,45.22,16.76,13.2,62.4,15.1
Bangkok,Thailand,2022-01-06,167.86,68.15,127.21,,20.5,54.71,34.69,18.6,93.5,12.4
New York,USA,2024-05-09,86.37,53.75,116.28,25.28,10.14,21.43,24.78,14.0,62.1,12.5
Karachi,Pakistan,2021-03-11,92.93,19.07,52.59,19.79,11.89,25.96,18.43,8.9,55.2,8.2
London,UK,2019-03-21,50.88,9.85,11.93,11.66,12.21,14.01,15.75,16.9,84.5,1.6
Seoul,South Korea,2019-08-08,100.22,30.39,76.62,9.85,17.17,36.92,14.87,28.5,76.1,2.7
Nairobi,Kenya,2025-10-02,73.75,39.4,43.57,13.71,6.15,12.25,18.81,23.5,94.9,8.3
Sao Paulo,Brazil,2023-08-24,72.24,21.42,47.39,12.33,9.62,13.08,13.54,0.8,56.7,22.5
Lahore,Pakistan,2017-08-03,144.85,69.62,130.56,19.98,18.75,24.59,33.29,18.4,87.7,5.6
Beijing,China,2019-03-07,143.19,71.2,128.77,28.23,15.0,25.53,28.87,32.6,83.0,5.6
Berlin,Germany,2016-12-15,68.47,46.33,86.04,6.34,1.94,19.6,19.44,23.6,94.8,13.3
Dhaka,Bangladesh,2025-11-20,168.38,84.41,159.89,22.21,17.6,43.61,41.2,22.3,76.6,1.7
Paris,France,2021-04-22,73.57,22.64,56.48,13.5,6.59,34.98,12.51,6.7,65.9,2.7
Lagos,Nigeria,2017-01-05,204.44,53.94,98.55,33.91,30.32,62.18,26.59,21.0,61.1,8.3
Seoul,South Korea,2019-01-17,145.9,42.79,40.44,30.8,23.15,44.17,29.85,18.1,95.0,4.9
London,UK,2017-09-14,27.49,24.52,17.4,13.73,5.72,13.01,2.16,25.4,67.8,1.8
Dubai,UAE,2021-08-12,103.55,39.41,62.39,22.18,12.24,30.78,20.56,4.0,50.3,14.4
Tehran,Iran,2016-06-16,223.61,82.49,129.2,31.68,32.92,68.47,44.56,17.9,64.0,5.3
Istanbul,Turkey,2024-10-17,94.09,38.02,114.33,2.26,17.04,11.27,10.74,19.7,43.6,6.4
Bangkok,Thailand,2025-03-13,90.34,25.31,59.85,13.49,7.17,22.78,15.37,32.4,52.4,0.6
Shanghai,China,2015-03-05,119.05,56.0,78.41,21.25,4.98,38.96,28.82,14.1,66.9,13.0
Moscow,Russia,2024-06-27,83.48,44.73,81.09,6.14,9.2,6.51,11.51,21.0,63.9,1.2
Mumbai,India,2016-03-31,148.64,72.94,133.29,17.46,18.78,47.0,25.39,26.1,82.5,5.1
Berlin,Germany,2021-03-04,42.18,16.3,40.18,5.8,10.27,0.0,0.0,19.9,72.0,4.0
Buenos Aires,Argentina,2022-03-10,69.74,6.68,16.99,14.8,4.17,26.5,13.17,15.9,44.9,3.0
Lagos,Nigeria,2024-03-21,141.18,39.84,91.79,17.02,15.24,42.88,32.57,26.4,77.6,5.7
Tokyo,Japan,2017-08-31,54.61,46.05,58.38,11.57,10.35,7.01,9.75,19.0,81.3,1.3
Lahore,Pakistan,2025-11-06,248.25,94.82,163.05,43.91,27.75,71.21,45.84,23.8,64.5,1.9
Toronto,Canada,2023-08-24,94.97,38.27,49.94,20.41,19.53,15.83,6.5,19.7,67.5,2.7
Paris,France,2016-07-14,65.92,32.7,49.05,17.1,5.77,18.02,8.97,10.0,75.7,3.0
Cairo,Egypt,2017-02-23,215.74,92.49,166.73,35.53,20.67,62.51,35.44,20.7,67.2,2.8
Delhi,India,2025-03-20,244.65,103.92,187.97,30.72,27.47,57.47,44.09,13.0,49.6,1.9
Berlin,Germany,2023-03-09,40.44,17.37,30.5,3.19,10.94,3.0,9.24,6.6,33.8,2.0
Mumbai,India,2016-01-14,230.71,94.06,152.12,28.82,37.73,66.14,44.77,3.0,70.4,8.7
Tokyo,Japan,2021-07-29,43.6,5.26,38.23,12.75,4.5,19.08,13.78,10.6,47.1,7.6
Dubai,UAE,2016-03-31,100.04,46.49,77.74,5.77,19.59,20.83,27.92,27.0,69.3,4.2
Singapore,Singapore,2024-03-28,85.94,29.79,44.75,12.36,9.95,21.75,18.08,17.5,53.7,6.1
Jakarta,Indonesia,2019-01-24,150.98,66.78,110.62,26.93,19.67,45.45,32.41,26.6,42.6,5.0
Toronto,Canada,2016-07-28,73.48,37.15,53.01,22.64,6.07,5.98,26.73,11.6,63.3,4.0
London,UK,2025-12-18,84.39,3.64,4.85,16.42,6.39,33.43,1.87,29.7,68.4,16.4
Seoul,South Korea,2016-09-15,124.15,45.0,79.08,14.17,13.34,25.18,30.13,18.9,20.0,2.8
Berlin,Germany,2022-08-25,54.75,39.49,66.08,7.31,13.64,8.33,16.63,27.6,64.6,6.9
Delhi,India,2019-08-29,192.74,76.97,117.74,32.26,26.38,43.11,40.33,9.8,62.0,8.5
Seoul,South Korea,2015-03-12,107.64,39.69,45.97,13.04,17.78,30.35,17.18,9.2,68.3,6.5
